"id","line_id","example","translation","created_at","updated_at"
181,181,"There aer many `*complex* theories` in physics.","物理学には多くの`*複雑な*理論`がある。","2023/9/9 7:15","2024/6/24 14:46"
182,182,"`The *current* trend in cars` is toward automated driving.","`自動車における*現在の*傾向`は自動運転に向かっている。","2023/9/9 7:15","2024/6/24 14:48"
183,183,"Taking in less sugar may benefit your `*mental* health`.","糖分の摂取を減らすことはあなたの`*精神*衛生`のためになるかもしれない。","2023/9/9 7:15","2024/6/24 14:49"
184,184,"The teacher talked about `a *specific* topic`.","先生は`*特定の*話題`について話した。","2023/9/9 7:15","2024/6/24 14:50"
185,185,"There are `*significant* differences` between having knowledge and using it.","知識があることとそれを使うこととの間には`*重大な*違い`がある。","2023/9/9 7:15","2024/6/24 14:51"
186,186,"`Friends are *essential* for our lives`.","`友人は私たちの人生に*不可欠で*ある`。","2023/9/9 7:15","2024/6/24 14:52"
187,187,"Hebrew is `the *official* language` of Israel.","ヘブライ語はイスラエルの`*公用*語`である。","2023/9/9 7:15","2024/6/24 14:52"
188,188,"The company received `*financial* support` from a bank.","その会社は銀行から`*財政*支援`を受けた。","2023/9/9 7:15","2024/6/24 14:53"
189,189,"`*Academic* achievement` is traditionally measured through examination.","`*学業*成績`は伝統的に試験によって評価される。","2023/9/9 7:15","2024/6/24 14:55"
190,190,"We ` are *aware* of the importance` of learning a second language.","私たちは第二言語を学ぶことの`重要性に*気づいて*いる`。","2023/9/9 7:15","2024/6/24 14:56"
191,191,"Organic food is said to be healthy, so `it is *worth* buying`.","自然食品は健康によいと言われていて、だから`買うに*値する*`。","2023/9/9 7:15","2024/6/24 14:57"
192,192,"It is important in business to look for `*potential* customers`.","`*潜在的な*顧客`を探すことがビジネスにおいて重要だ。","2023/9/9 7:15","2024/6/24 14:58"
193,193,"Men should `play an *active* role` in raising children.","男性は子育てにおいて`*積極的な*役割を果たす`べきである。","2023/9/9 7:15","2024/6/24 15:00"
194,194,"We are now experiencing rapid growth in `*digital* technology`.","私たちは今`*デジタル*技術`の急成長を経験している。","2023/9/9 7:15","2024/6/24 15:02"
195,195,"Gaming on `*mobile* devices` is becoming more popular than ever before.","`*移動式*機器`でゲームをすることはこれまで以上に人気が高まってきている。","2023/9/9 7:15","2024/6/24 15:03"
196,196,"He developed `a *novel* theory` connecting the human mind.","彼は人間の精神に関する`*斬新な*理論`を展開した。","2023/9/9 7:15","2024/6/24 15:04"
197,197,"`The human brain is very *plastic*`, so even adults can learn and adapt.","`人間の脳はとても*柔軟な*`ので、大人でさえ学習して順応することができる。","2023/9/9 7:15","2024/6/24 15:06"
198,198,"Soda water is created by `a *chemical* reaction`.","炭酸水は`*化学*反応`によって作られる。","2023/9/9 7:15","2024/6/24 15:06"
199,199,"`It is *necessary* to review English words regulary` to remember them.","`英単語を`覚えるためには`定期的に復習することが*必要で*ある`。","2023/9/9 7:15","2024/6/24 15:08"
200,200,"She `*eventually* earned a Ph.D.` in mathematics from Yale University.","彼女は`*結局*`イエール大学から数学の`博士号を取得した`。","2023/9/9 7:15","2024/6/24 15:09"
201,201,"The police officer `*identified* the man as a criminal`.","警官は`その男性を犯人と*特定した*`。","2023/9/9 7:15","2024/6/26 13:58"
202,202,"His music `*represents* a new form` of rock music.","彼の音楽はロックミュージックの`新しい形式を*表している*`。","2023/9/9 7:15","2024/6/26 13:59"
203,203,"The cave paintings `*indicate* that early humans had the idea of time`.","その洞窟絵画は`原始人が時間の概念を持っていたことを*示している*`。","2023/9/9 7:15","2024/6/26 14:00"
204,204,"The student `*managed* to finish his report` before the deadline.","その学生は締め切り前に*なんとか*レポートを仕上げることが*できた*。","2023/9/9 7:15","2024/6/26 14:01"
205,205,"I would like to `*attend* the party` because I might meet someone famous.","有名人に会えるかもしれないので、私は`そのパーティーに*出席し*`たい。","2023/9/9 7:15","2024/6/26 14:02"
206,206,"Today, Kyoto still `*maintains* a lot of its ancient culture`.","今日、京都はなお`昔の文化を多く*維持している*`。","2023/9/9 7:15","2024/6/26 14:06"
207,207,"One study `*surveyed* 100 cancer patients` who tried the new drug.","ある研究は新薬を試した`100人の癌患者を*調査した*`。","2023/9/9 7:15","2024/6/26 14:08"
208,208,"`Machines have *replaced* human workers` in many factories.","多くの工場で`機械が人間の労働者に*取って代わった*`。","2023/9/9 7:15","2024/6/26 14:17"
209,209,"People are required to `*sort* household waste into different types`.","人々は`家庭ゴミを種別に*分類する*`ことが求められる。","2023/9/9 7:15","2024/6/26 14:18"
210,210,"The doctor `*conducted* a quick test` to measure my blood-sugar level.","医師は私の血糖値を図るために`簡単な検査を*行った*`。","2023/9/9 7:15","2024/6/26 14:20"
211,211,"Most people `*associate* a lack of sleep with common health problems`.","たいていの人は`睡眠不足をよくある健康問題と*結び付けて考える*`。","2023/9/9 7:15","2024/6/26 14:21"
212,212,"The little girl `*attempted* to convince her parents` to buy her a toy.","その小さな女の子は自分におもちゃを買ってくれるように`両親を説得しようと*試みた*`。","2023/9/9 7:15","2024/6/26 14:22"
213,213,"Lively discussions may help `*promote* better understanding` among people.","活発な議論は人々の間の`さらなる理解を*促進する*`助けになるかもしれない。","2023/9/9 7:15","2024/6/26 14:24"
214,214,"She `*earns* enough money` to pay for her costs of living.","彼女は生活費をまかなうのに`十分なお金を*稼ぐ*`。","2023/9/9 7:15","2024/6/26 14:25"
215,215,"He `*united* the whole country` through his powerful and thoughtful speeches.","彼はその力強く思慮深い演説で`全国民を*団結させた*`。","2023/9/9 7:15","2024/6/26 14:36"
216,216,"The mother `*feeds* her baby` every time he cries.","その母親は`赤ん坊`が泣く度にその子に`*お乳を与える*`。","2023/9/9 7:15","2024/6/26 14:37"
217,217,"More and more people `are *seeking* better ways` to maintain a work-life balance.","ますます多くの人が仕事と生活のバランスを保つ`よりよい方法を*追い求めて*いる`。","2023/9/9 7:15","2024/6/26 14:39"
218,218,"I `*observed* that the plant leaves began to turn brown`.","私は`植物の葉が茶色に変化し始めたことに*気づいた*`。","2023/9/9 7:15","2024/6/26 14:40"
219,219,"Some websites may `*reveal* their users’ personal information` by mistake.","一部のウェブサイトは誤って`利用者の個人情報を*もらす*`ことがある。","2023/9/9 7:15","2024/6/26 14:41"
220,220,"We `*estimated* our arrival to be 20 minutes late`.","私たちは`到着が20分遅れると*推定した*`。","2023/9/9 7:15","2024/6/26 14:42"
221,221,"Freud believed that `dreams *reflected* our deepest desires`.","フロイトは`夢は心の奥底にある願望を*反映する*`と信じていた。","2023/9/9 7:15","2024/6/26 14:44"
222,222,"The teacher `*attracted* her students’ attention` by clapping her hands.","その教師は手をたたいて`生徒たちの気を*引きつけた*`。","2023/9/9 7:15","2024/6/26 14:45"
223,223,"My salary `has gradually *decreased* over the last few years`.","私の給料はここ数年で`だんだん*減少してきている*`。","2023/9/9 7:15","2024/6/26 14:46"
224,224,"The sailors `*ignored* the warning` about the dangerous currents in the sea.","船員たちは危険な潮流の`警告を*無視した*`。","2023/9/9 7:15","2024/6/26 14:47"
225,225,"Modern building designs often `*match* the natural surroundings`.","現代の建物のデザインは`周りの自然環境に*合っている`*ことが多い。","2023/9/9 7:15","2024/6/26 14:48"
226,226,"The dictionary `*defines* happiness as the basic feeling of joy` or satisfaction.","その辞書は`幸福を喜びまたは満足の基本的な感情と*定義している*`。","2023/9/9 7:15","2024/6/26 14:50"
227,227,"She can `*adapt* to various situations` thanks to her positive attitude.","彼女はその前向きな態度のおかげで、`様々な状況に*適応する*`ことができる。","2023/9/9 7:15","2024/6/26 14:51"
228,228,"Carbon dioxide `*contributes* to global climate change`.","二酸化炭素は`地球の気候変動の*一因となる*`。","2023/9/9 7:15","2024/6/26 14:52"
229,229,"Nowadays, we can `*exchange* information` easily over the Internet.","今日、私たちはインターネットを通じて簡単に`情報を*交換する*`ことができる。","2023/9/9 7:15","2024/6/26 14:53"
230,230,"She sometimes `*displayed* strong emotions` while talking about her past.","彼女は自分の過去について話していたとき、時々`強い感情を*示した*`。","2023/9/9 7:15","2024/6/26 14:55"
231,231,"Babies quickly `*respond* to any sound` similar to their mother’s heartbeat.","赤ん坊は母親の心臓の鼓動ににた`どんな音にも`すぐに`*反応する*`。","2023/9/9 7:15","2024/6/26 14:56"
232,232,"He `*hides* his true feelings` behind his smiles.","彼は微笑みの裏に`自分の本当の感情を*隠す*`。","2023/9/9 7:15","2024/6/26 14:57"
233,233,"I `*doubt* that she will come on time`.","私は`彼女は時間通りに来*ないと思う*`。","2023/9/9 7:15","2024/6/26 14:58"
234,234,"Some plants can `*remove* salt from seawater` to produce freshwater.","植物の中には`海水から塩分を*取り除き*`真水を作ることが出来るものもある。","2023/9/9 7:15","2024/6/26 14:59"
235,235,"I learned from my father how to `*wind* this mechanical watch`.","私は`この機械式腕時計のねじを*巻く*`方法を父から学んだ。","2023/9/9 7:15","2024/6/26 15:00"
236,236,"We tend to `*assume* that Japanese trains always run on schedule`.","私たちは`日本の列車がいつも定刻通りに運行することを*当然と思う*`傾向がある。","2023/9/9 7:15","2024/6/26 15:02"
237,237,"`Please *relax* and make yourself at home`.","`どうぞ*くつろい*で楽になさってください`。","2023/9/9 7:15","2024/6/26 15:02"
238,238,"The hotel’s `high level of service` always `*satisfies* its guests`.","そのホテルの`高い水準のサービスは`いつも`客たちを*満足させる*`。","2023/9/9 7:15","2024/6/26 15:05"
239,239,"People who love shopping often `*desire* to buy the latest goods`.","買い物が大好きな人々はたいてい`最新の商品を買いたいと*強く望む*`。","2023/9/9 7:15","2024/6/26 15:06"
240,240,"The scientist finally `*succeeded* in developing the new robot`.","その科学者はついに`新しいロボットを開発するのに*成功した*`。","2023/9/9 7:15","2024/6/26 15:07"
241,241,"Einstein’s theory of relativity has changed our understanding `the *concept* of time`.","アインシュタインの相対性理論は`時間の*概念*`に関する我々の理解を変えた。","2023/9/9 7:15","2024/6/26 15:10"
242,242,"People often `follow the latest *fashion*` in order to look more attractive.","人々はもっと魅力的に見えるように`最新の*流行*を追う`ことが多い。","2023/9/9 7:15","2024/6/26 15:11"
